Invoice ID,Branch,City,Customer_type,Gender,Product_line,Unit price,Quantity,Total,Payment,Rating
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,127.08,Ewallet,6.2
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,257.08,Cash,7.7
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,139.02,Ewallet,8.1
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,81.66,Cash,7.3
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,310.72,Cash,8.4
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,185.96,Credit card,8
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,72.32,Credit card,9.5
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,189.18,Ewallet,7
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,206.84,Credit card,9.8
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,157.02,Cash,9.2
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,215.3,Ewallet,7.7
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,596.1,Cash,5.3
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,73.1,Cash,4.4
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,279.18,Credit card,4.3
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,169.68,Ewallet,9.4
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,45.58,Cash,9.8
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3,225.6,Ewallet,4.8
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,290.4,Cash,5.3
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,44.46,Credit card,8.7
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,156.6,Credit card,9.5
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,419.94,Ewallet,5.3
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,184.25,Cash,9.2
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,140.64,Ewallet,9.6
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,83.08,Ewallet,6.4
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,64.99,Credit card,4.5
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,775.6,Ewallet,6.9
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,327.06,Ewallet,7.8
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,363.23,Cash,4.5
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,127,Cash,8.6
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,375.55,Ewallet,5.2
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,199.16,Credit card,6.4
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,30.61,Ewallet,5.2
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,115.78,Ewallet,8.9
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,28.96,Credit card,6.2
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,890.73,Cash,6.7
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,279.66,Cash,7.2
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,80.93,Credit card,9
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,674.5,Ewallet,4.2
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,348.48,Ewallet,4.2
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,435.6,Cash,6.9
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,439.55,Ewallet,4.4
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,591.18,Credit card,4
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,260.76,Ewallet,8.5
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,215.04,Credit card,9.2
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,91.61,Cash,9.8
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,662.13,Credit card,4.9
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,832.5,Credit card,4.4
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,91.35,Cash,6.8
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,157.76,Cash,9.1
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,121.74,Ewallet,8.7
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,825.8,Cash,5
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.3,3,159.9,Ewallet,7.5
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,12.09,Credit card,8.2
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,641.9,Credit card,6.7
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,234.93,Ewallet,5.4
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,167.54,Credit card,7
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,299.1,Ewallet,4.7
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3,239.73,Credit card,5
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,664.7,Credit card,5
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,202.65,Credit card,6
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,46.2,Cash,6.3
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,88.15,Cash,8.5
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,157.26,Ewallet,7.5
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3,296.37,Ewallet,6.4
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,708.4,Ewallet,4.7
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2,111.34,Ewallet,6
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52,8,580.16,Credit card,4
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,60.25,Ewallet,5.5
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,174.24,Ewallet,8.7
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,421.26,Cash,7.4
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,33.63,Cash,5.6
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49,2,30.98,Cash,6.3
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,247.4,Cash,7.1
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,378.3,Ewallet,7.8
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,334.86,Cash,9.9
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,727.8,Cash,7.3
149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9,335.88,Ewallet,5.1
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,240.72,Credit card,9.4
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,47.07,Credit card,5.8
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,99.69,Credit card,8
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,264.45,Ewallet,7.9
816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,139.65,Cash,5.9
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,55.45,Credit card,4.9
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,128.91,Cash,9.3
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14,7,119.98,Credit card,7.9
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,352.5,Credit card,5.9
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,871,Credit card,9.9
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.8,2,197.6,Cash,7.7
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,194.52,Ewallet,7.6
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,173.22,Ewallet,7.7
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,71.88,Ewallet,6.4
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,286.26,Ewallet,4.4
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,81.24,Credit card,4.1
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,560.4,Ewallet,4.4
642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,186.8,Cash,5.5
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,220.23,Ewallet,4
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,269.12,Credit card,9.3
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,454.8,Credit card,4.8
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,167.54,Cash,4.6
752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,448.56,Credit card,7.3
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,293.88,Cash,6
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,589.5,Ewallet,8.1
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,291,Ewallet,9.4
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,39.48,Cash,6.5
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,34.81,Credit card,7
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,295.92,Ewallet,7.1
105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,42.96,Ewallet,6.6
510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,138.48,Ewallet,4.9
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,98.2,Credit card,6.4
767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83,2,129.66,Credit card,8
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,635.6,Cash,4.3
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.88,2,145.76,Cash,6.1
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,201.3,Cash,7.5
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,631.71,Cash,6.7
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,385.28,Ewallet,5.2
689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,486.3,Cash,8.8
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,513.66,Cash,9.5
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,473.4,Cash,7.6
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,436.85,Cash,6.6
182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04,4,108.16,Ewallet,6.9
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,248.76,Ewallet,4.3
868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,626.22,Credit card,7.8
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,975,Ewallet,8
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,483.28,Ewallet,9.6
176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32,3,96.96,Credit card,4.3
191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10,197.7,Credit card,5
729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.47,9,724.23,Cash,9.2
640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,795.51,Cash,6.3
186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77,7,502.39,Cash,8.9
834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43,4,172,Ewallet,7.6
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98,1,68.98,Cash,4.8
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,124.96,Ewallet,9.1
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,77.1,Ewallet,6.1
786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6,483.72,Cash,9.1
728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,302.12,Ewallet,8.3
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,698.67,Ewallet,7.2
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,124.65,Ewallet,6
735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,98.7,8,789.6,Ewallet,8.5
258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,178.4,Credit card,6.6
857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46,7,500.22,Ewallet,4.5
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,35.82,Credit card,8.1
788-21-5741,A,Yangon,Normal,Male,Fashion accessories,45.38,3,136.14,Credit card,7.2
821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.48,6,104.88,Credit card,6.1
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,178.92,Cash,7.1
678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,90.63,9,815.67,Cash,5.1
776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,132.36,Credit card,7.9
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,36.77,7,257.39,Cash,7.4
434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,4,93.36,Ewallet,7.4
149-14-0304,C,Naypyitaw,Member,Female,Health and beauty,28.5,8,228,Cash,6.6
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,166.71,Credit card,5.9
174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74,10,697.4,Credit card,8.9
210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,389.04,Ewallet,6.8
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,365.26,Cash,9.3
247-11-2470,A,Yangon,Member,Female,Fashion accessories,22.32,4,89.28,Credit card,4.4
635-28-5728,A,Yangon,Normal,Male,Health and beauty,56,3,168,Ewallet,4.8
756-49-0168,A,Yangon,Member,Male,Fashion accessories,19.7,1,19.7,Ewallet,9.5
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,531.16,Ewallet,8.9
238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72,1,53.72,Ewallet,6.4
607-65-2441,C,Naypyitaw,Member,Male,Health and beauty,81.95,10,819.5,Credit card,6
386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,568.4,Credit card,8.1
137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,587.6,Ewallet,9
197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56,8,732.48,Ewallet,6
805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,845.64,Cash,9.8
733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,389.27,Cash,8.5
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,84.83,Ewallet,8.8
373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,143.26,Ewallet,8.8
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,75.38,Ewallet,9.5
345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.67,8,253.36,Credit card,5.6
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.42,1,38.42,Cash,8.6
457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23,10,652.3,Credit card,5.2
664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,52.65,Credit card,5.8
487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,110.61,Credit card,8
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,81.23,7,568.61,Cash,9
210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32,4,89.28,Ewallet,4.1
585-86-8361,A,Yangon,Normal,Female,Food and beverages,27.28,5,136.4,Credit card,8.6
807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,10,174.2,Ewallet,7
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,366.4,Ewallet,8.4
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories,84.87,3,254.61,Ewallet,7.4
652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29,8,778.32,Credit card,6.2
785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74,8,285.92,Ewallet,4.9
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,579.12,Cash,4.5
250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85,10,188.5,Ewallet,5.6
156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.39,4,221.56,Ewallet,8
842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,10,772,Credit card,5.6
525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,721.3,Credit card,4.2
410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,511.04,Ewallet,9.9
587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69,5,53.45,Ewallet,7.6
787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5,4,222,Credit card,6.6
593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,763.68,Ewallet,4.7
801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,228.18,Credit card,9.8
388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,6,82.14,Cash,6.3
711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,382.56,Cash,7.9
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,68.58,Cash,7.7
707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.54,4,382.16,Ewallet,4.5
759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.87,7,601.09,Credit card,8
201-63-8275,C,Naypyitaw,Member,Female,Sports and travel,67.99,7,475.93,Ewallet,5.7
471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,52.42,Credit card,6.3
200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,65.65,2,131.3,Cash,6
120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86,5,144.3,Credit card,8
102-77-2261,C,Naypyitaw,Member,Male,Health and beauty,65.31,7,457.17,Credit card,4.2
875-31-8302,B,Mandalay,Normal,Male,Sports and travel,93.38,1,93.38,Cash,9.6
102-06-2002,C,Naypyitaw,Member,Male,Sports and travel,25.25,5,126.25,Cash,6.1
457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87,9,790.83,Ewallet,5.6
629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty,21.8,8,174.4,Cash,8.3
534-53-3526,A,Yangon,Normal,Female,Sports and travel,94.76,4,379.04,Ewallet,7.8
307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1,30.62,Credit card,4.1
468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,352.08,Cash,8.8
516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.16,5,50.8,Ewallet,4.1
404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7,522.06,Credit card,9
886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,575.12,Ewallet,5.5
790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,54.95,Credit card,9.3
704-10-4056,C,Naypyitaw,Member,Male,Health and beauty,60.47,3,181.41,Credit card,5.6
497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,412.37,Ewallet,9.7
651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41,1,46.41,Credit card,4
400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55,4,274.2,Credit card,9.2
744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,973.7,Credit card,4.9
263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6,7,648.2,Credit card,9.3
702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61,2,93.22,Credit card,6.6
605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,54.36,Ewallet,4.3
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,60.87,Cash,5.5
864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49,10,244.9,Cash,8.1
359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78,1,92.78,Credit card,9.8
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,433.45,Ewallet,9.4
751-15-6198,B,Mandalay,Normal,Male,Sports and travel,23.01,6,138.06,Ewallet,7.9
324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8,241.6,Ewallet,5.1
474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,471.73,Ewallet,6.9
759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96,9,440.64,Cash,8
831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.59,9,680.31,Cash,8
220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,309.88,Cash,4.2
618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.18,2,186.36,Credit card,8.5
257-60-7754,A,Yangon,Normal,Female,Electronic accessories,50.23,4,200.92,Cash,9
559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.75,1,17.75,Cash,8.6
189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,621.8,Ewallet,6
565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75,8,86,Ewallet,6.2
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,402.6,Credit card,5
815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,64.97,5,324.85,Credit card,6.5
674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15,1,95.15,Cash,6
778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,8,388.96,Cash,5
499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8,425.68,Ewallet,5
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,318.08,Cash,9.2
832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,8,271.04,Ewallet,9.6
869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.16,4,384.64,Credit card,8.4
190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16,5,235.8,Credit card,6
366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,211.56,Ewallet,6.7
186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2,95.36,Credit card,4.1
784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17,1,10.17,Cash,5.9
276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3,206.13,Cash,8.7
109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08,7,420.56,Credit card,4.5
569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4,88.04,Credit card,6.6
222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11,9,648.99,Credit card,7.7
760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28,3,123.84,Credit card,8.5
538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,649.5,Cash,5.2
416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,742.2,Credit card,4.3
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8,84.48,Cash,7.6
636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57,4,250.28,Cash,9.5
343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,94.8,Cash,4.1
528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1,91.3,Ewallet,9.2
427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,285.11,Ewallet,5.4
807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38,1,52.38,Cash,5.8
288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,192.7,Ewallet,5.6
670-71-7306,B,Mandalay,Normal,Male,Sports and travel,44.63,6,267.78,Credit card,5.1
660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,558.7,Cash,5.8
271-77-8740,C,Naypyitaw,Member,Female,Sports and travel,29.22,6,175.32,Ewallet,5
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,155.82,Cash,7.9
291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,60.3,Cash,6
860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2,78.94,Credit card,5
549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87,2,29.74,Credit card,8.9
896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32,1,21.32,Cash,5.9
804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78,3,281.34,Credit card,5.9
585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1,73.26,Ewallet,9.7
862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel,22.38,1,22.38,Credit card,8.6
845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,72.88,9,655.92,Cash,4
125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1,6,594.6,Cash,4.2
843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.1,1,74.1,Cash,9.2
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,196.96,Ewallet,9.2
658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,372.33,Ewallet,5
866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,527.9,Ewallet,10
160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,5,479.75,Ewallet,8.8
895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,328.59,Cash,4.2
770-42-8960,B,Mandalay,Normal,Male,Food and beverages,21.12,8,168.96,Cash,6.3
748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,4,113.24,Cash,8.2
234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59,6,345.54,Cash,5.1
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,428.67,Cash,5
848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,86.27,Ewallet,7
840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76,2,25.52,Ewallet,7.8
152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,101.52,Credit card,4.3
533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,357.49,Cash,7
124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.59,3,238.77,Cash,6.6
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,33.81,3,101.43,Ewallet,7.3
361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53,8,724.24,Credit card,6.5
